,STUDENT_NUM,STUDY_PROGRAM,ACADEMIC_YEAR,START_DATE,END_DATE,ENROLLMENT_TYPE,EXAM_TYPE,FULL_TIME_PART,PROGRAM_ACTIVE_CODE,DATE_ACTIVE_CODE_MODIFIED,HIGHER_EDU_REGISTER,DATE_REGIS_PROOF,ESTABLISHMENT_LOCATION,REGISTRATION_STATUS,PRIOR_EDU_STATUS,LANGUAGE_TEST_RESULTS,UPPER_YEAR_STUDENT_REQUEST,DATE_ENROLLMENT_REQUEST,FINANCING,STUDY_CHECK_PARTICIPATION,FLEXIBLE_STUDY_PARTICIPATION,EXAM_ADMINISTERED,DATE_EXAM_STARTED,EXAM_PROG_DETAILS,DATE_EXAM_CONDUCTED,EXAM_FINAL_RESULT,FIRST_DEGREE_CLASSIFICATION,EXAM_REGISTRATION_DATE,DATE_EXAM_DETAILS_MODIFIED,EXAM_DETAILS_SENT_DUO,FROZEN_STUDENT_STATUS,HONORS_PROG_PARTICIPATION,PRIOR_EDUCATION,PRIOR_FINAL_EXAM_DATE,SCHOOL_DESCRIPTION,PRIOR_DIMPLOMA_OBTAINTION,PRIOR_VERIFICATION_STATUS,PRIOR_VERIFICATION_DATE,PRIOR_EDUCATION_DESCRIPTION,BIRTH_DATE,GENDER,NATIONALITY,YEAR_STARTED_HU,PREFERRED_EDUCATION,PRIOR_QUALIFICATION_TYPE,INFO_CURRENT,PRIOR_EDUCATION_IBG,STUDENT_AGE,ENROLLMENT_WINDOW,PRIOR_EXAM_YEAR,EXAM_BEFORE_ENROLLMENT_STATUS,DROPOUT_RISK,YEAR
2795,412790,BGHBLO,2021,2021-09-01,2022-07-03,S,D,V,4.0,2021-08-02,34578.0,2021-08-03,UTRECHT,U,S,N,N,2021-07-28,J,NVT,N,HN,2021-09-01,G-HONOURS,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2023-08-23,25DW00,J,GD,2023-08-23,N,2001-07-17,V,NL,2019.0,J,HBO,J,591,20,5,2023,pending,1,2021
2817,437896,BGHBZO,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-12,34538.0,2021-07-29,AMERSFOORT,I,S,N,N,2021-06-11,J,NVT,N,D,2020-09-01,GZO-PROP-20,2024-01-15,passed,J,2015-05-29,2024-01-23,N,J,N,591,2019-06-12,25DW16,N,N,2013-03-21,N,2000-03-25,V,SPA,2020.0,J,HBO,J,591,21,12,2019,done,0,2021
2957,450361,BGHBZO,2021,2021-09-01,2022-03-02,S,D,D,4.0,2021-06-17,34538.0,2021-07-29,AMERSFOORT,U,S,N,N,2021-06-08,J,NVT,N,B,2021-02-01,GZO-HF.DTV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW16,N,GV,2022-03-14,N,1994-05-09,V,NL,2020.0,J,HBO,J,591,27,12,2019,done,1,2021
2961,413338,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,D,2020-09-01,TICT-VPICT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,601,2019-05-09,25DW00,J,DD,2019-08-08,N,1996-10-17,V,CHI,2020.0,J,VO,J,601,24,12,2019,done,1,2021
2971,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,B,2020-09-01,TICT-VBACSD-20,2024-04-03,passed,J,2015-05-29,2024-04-11,N,J,N,611,2021-03-22,25DW00,J,GD,2021-03-22,N,1998-10-06,V,NL,2019.0,J,HBO,J,611,22,10,2021,pending,0,2021
3000,336634,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-27,35199.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-27,J,NVT,N,D,2017-09-01,TCHY-PROPV-17,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,370,2019-06-12,02TG00,N,N,2013-03-21,J,1998-08-12,M,NL,2016.0,J,HAVO,J,370,23,1,2019,pending,1,2021
3169,436154,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-10,35516.0,2021-08-12,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,D,2020-09-01,JCB-DV-20,2021-06-27,passed,N,2021-07-26,2021-07-08,J,J,N,173,2019-06-12,30UB00,J,GD,2019-06-12,J,2001-08-27,V,NL,2020.0,J,VWO,J,173,19,12,2019,done,0,2021
3274,290683,BOTANED2,2021,2021-09-01,2022-06-23,S,D,D,4.0,2021-07-27,35198.0,2021-07-29,UTRECHT,U,S,N,N,2021-07-17,J,NVT,N,B,2020-09-01,OANED-HFDT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2017-08-02,N,1993-01-07,M,NL,2013.0,N,HBO,J,591,28,7,2019,pending,1,2021
3286,411084,BMCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,34402.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-01,J,NVT,N,B,2020-09-01,MCCE-BV-19,2023-09-27,passed,J,2023-10-31,2023-10-23,J,J,N,179,2019-06-12,00OB00,N,N,2013-03-21,N,2000-03-08,V,NL,2019.0,J,VWO,J,179,21,9,2019,pending,0,2021
3328,310198,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-18,35195.0,2021-08-19,UTRECHT,I,S,N,N,2021-08-16,J,NVT,N,B,2016-09-01,OAENG-HFVT-16,2024-01-26,passed,J,2024-02-27,2024-02-08,J,J,N,611,2018-04-12,25DW00,J,GD,2018-04-12,N,1998-09-25,M,NL,2015.0,J,HBO,J,611,22,2,2018,pending,0,2021
3345,401891,BGHBOP,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-24,34549.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2019-09-01,GOO-PROP.OP-19,2021-04-09,passed,N,2021-06-24,2021-06-17,J,J,N,372,2018-06-29,20MH00,J,GD,2018-06-29,J,2000-02-18,V,NL,2019.0,J,HAVO,J,372,21,12,2018,done,0,2021
3351,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,D,2019-09-01,TICT-VPICT-19,2021-03-22,passed,N,2021-04-16,2021-04-01,J,J,N,741,2019-06-12,21PD00,N,N,2013-03-21,N,1998-10-06,V,NL,2019.0,J,WO,J,741,22,10,2019,pending,0,2021
3354,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,D,2013-09-01,GFY-PROP.V-13,2015-03-19,passed,N,2015-05-29,2015-04-08,J,J,N,741,2019-06-12,21PM00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,WO,J,741,27,1,2019,pending,0,2021
3372,376324,BOGTNGTTOL,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-01,34104.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-15,J,NVT,N,D,2018-09-01,OGTD-PTLK-18,2020-01-29,passed,N,2020-07-07,2020-03-19,J,J,N,741,2019-06-12,21PL00,N,GV,2021-08-31,N,1997-12-31,M,NL,2018.0,J,WO,J,741,23,11,2019,pending,0,2021
3393,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-05-30,passed,J,2024-06-27,2024-06-13,J,J,N,611,2022-01-21,25DW00,J,GD,2022-01-21,N,2000-04-01,M,NL,2018.0,J,HBO,J,611,21,3,2022,pending,0,2021
3515,443646,BOEVSCH2,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,35199.0,2021-08-26,UTRECHT,I,S,N,N,2021-04-27,J,J,N,D,2023-09-01,GVE-PROP-23,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,374,2019-06-12,01LZ00,J,GD,2019-06-12,J,2001-09-17,M,NL,2020.0,N,HAVO,J,374,19,18,2019,done,1,2021
3517,390515,BAIV,2021,2021-09-01,2022-07-05,S,D,V,4.0,2021-07-30,39268.0,2021-08-03,UTRECHT,U,S,N,N,2021-07-06,J,NVT,N,D,2018-09-01,AIV-PROPV-19,2022-07-05,passed,N,2022-08-11,2022-07-11,J,J,N,611,2022-07-05,25DW00,J,GD,2022-07-05,N,1994-09-30,M,NL,2018.0,J,HBO,J,611,26,8,2022,pending,0,2021
3550,442999,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-27,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-05-31,MG,J,2015-05-29,2024-06-20,N,J,N,SL 00801-1,2019-07-06,25DW00,J,DD,2020-05-20,J,2001-03-11,V,DUI,2020.0,J,HBO,J,801,20,12,2019,done,0,2021
3586,438479,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-15,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,D,2020-09-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2016-06-16,02ME02,J,GD,2016-06-16,N,1999-09-15,V,NL,2020.0,J,HAVO,J,373,21,12,2016,done,1,2021
3610,434060,BGHBFA,2021,2021-09-01,2022-01-11,S,D,V,4.0,2021-08-20,34090.0,2021-09-23,UTRECHT,U,S,N,N,2021-06-27,J,NVT,N,B,2021-09-01,GFA-HF.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2022-01-11,25DW00,J,GD,2022-01-11,N,2001-07-21,V,NL,2020.0,J,HBO,J,611,19,9,2022,pending,1,2021
3655,436319,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-28,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-28,J,NVT,N,D,2020-09-01,JCB-DV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,373,2020-06-02,11NY00,J,GD,2020-06-02,J,2003-03-13,V,NL,2020.0,N,HAVO,J,373,18,9,2020,pending,1,2021
3783,446276,BTLCLS,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,34397.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2021-09-01,TLSC-BACV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25KB01,N,N,2013-03-21,J,2000-01-30,V,NL,2020.0,J,HBO,J,591,21,12,2019,done,1,2021
3839,434060,BGHBFA,2021,2021-09-01,2022-01-11,S,D,V,4.0,2021-08-20,34090.0,2021-09-23,UTRECHT,U,S,N,N,2021-06-27,J,NVT,N,D,2020-09-01,GFA-PROP.VT-20,2022-01-11,passed,N,2022-02-04,2022-01-20,J,J,N,611,2022-01-11,25DW00,J,GD,2022-01-11,N,2001-07-21,V,NL,2020.0,J,HBO,J,611,19,9,2022,pending,0,2021
3880,255477,BASJ,2021,2021-11-01,2022-08-31,S,D,V,0.0,2021-10-31,34641.0,2021-07-29,UTRECHT,G,S,N,J,2021-10-31,J,J,N,B,2022-09-01,ASW-BACHV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1988-05-04,V,NL,2011.0,N,HBO,J,591,33,0,2019,pending,1,2021
3902,261147,BOEVWIS2,2021,2021-09-01,2022-08-31,S,D,D,4.0,2021-06-16,35221.0,2021-07-29,UTRECHT,I,S,N,J,2021-06-12,J,J,N,B,2015-09-01,TCIF-VSIEBAC-15,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,N,2013-03-21,N,1994-12-31,M,NL,2014.0,J,HBO,J,591,26,12,2019,pending,1,2021
3918,450361,BGHBZO,2021,2021-09-01,2022-03-02,S,D,D,4.0,2021-06-17,34538.0,2021-07-29,AMERSFOORT,U,S,N,N,2021-06-08,J,NVT,N,D,2021-02-01,GZO-PROP-DTV-20,2022-03-02,passed,N,2022-03-14,2022-03-04,J,J,N,591,2019-06-12,25DW16,N,GV,2022-03-14,N,1994-05-09,V,NL,2020.0,J,HBO,J,591,27,12,2019,done,0,2021
3967,440985,BTLCCE,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,34275.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-28,J,NVT,N,D,2020-09-01,TCHM-PROPV-20,2023-06-19,passed,N,2023-07-28,2023-07-12,J,J,N,611,2023-06-19,25DW00,J,GD,2023-06-19,N,2003-10-08,V,NL,2020.0,J,HBO,J,611,17,9,2023,pending,0,2021
4159,413560,BGHBCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34571.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,D,2024-09-01,TBBE-PROPV-24,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,27NF01,N,N,2013-03-21,N,2001-04-06,V,NL,2019.0,J,HBO,J,591,20,12,2019,pending,1,2021
4208,258831,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-13,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-13,J,NVT,J,B,2012-09-01,OAENG-HFDT-19,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,Others,2005-10-13,25MB00,J,GD,2005-10-13,N,1983-10-11,V,NIG,2012.0,N,MBO,J,10849,37,7,2005,done,1,2021
4221,445479,BOEVWIS2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-27,35221.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,N,D,2020-09-01,OAWIS-PRDT-20,2021-07-12,passed,N,2021-09-16,2021-08-30,J,J,N,591,2019-06-12,25DW00,N,GV,2020-06-23,N,1972-09-14,V,NL,2020.0,J,HBO,J,591,48,7,2019,done,0,2021
4241,378075,BGHBLO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-24,34578.0,2021-08-26,UTRECHT,I,S,N,N,2021-07-24,J,NVT,N,HN,2018-09-01,G-HONOURS,2019-05-29,passed,J,2015-05-29,2024-08-16,N,J,N,611,2019-06-21,25DW00,J,GD,2019-06-21,N,1998-02-21,V,NL,2018.0,J,HBO,J,611,23,6,2019,pending,0,2021
4260,436154,BJCB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-10,35516.0,2021-08-12,UTRECHT,I,S,N,N,2021-06-10,J,NVT,N,B,2021-09-01,JCB-BV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2021-06-27,25DW00,J,GD,2021-06-27,N,2001-08-27,V,NL,2020.0,J,HBO,J,611,19,12,2021,pending,1,2021
4314,274166,BAPE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-22,35158.0,2021-08-24,AMERSFOORT,I,S,N,N,2021-08-22,J,NVT,N,D,2017-09-01,APE-PROPV-17,2019-04-12,passed,N,2019-06-12,2019-05-23,J,J,N,741,2019-06-12,21PM00,N,N,2013-03-21,N,1994-07-11,V,NL,2013.0,J,WO,J,741,27,1,2019,pending,0,2021
4325,445479,BOEVWIS2,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-27,35221.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-16,J,NVT,N,B,2020-09-01,OAWIS-HFDT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,591,2019-06-12,25DW00,N,GV,2020-06-23,N,1972-09-14,V,NL,2020.0,J,HBO,J,591,48,7,2019,done,1,2021
4350,407420,BGHBMO,2021,2021-09-01,2022-08-31,S,D,V,0.0,2021-01-15,34576.0,2021-07-29,UTRECHT,G,N,N,N,2021-01-15,J,NVT,N,D,2021-09-01,GIBS-PROP.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,2,2020-06-29,25LN00,J,N,2013-03-21,N,1999-10-31,M,NL,2021.0,J,HAVO,N,2,21,33,2020,done,1,2021
4369,328131,BOTAENG2,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-26,35195.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2018-09-01,OAENG-HFVT-18,2022-06-22,passed,J,2022-07-18,2022-07-07,J,J,N,591,2022-06-22,25DW00,J,GD,2022-06-22,N,1997-11-23,V,NL,2016.0,N,HBO,J,591,23,12,2022,pending,0,2021
4376,378075,BGHBLO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-24,34578.0,2021-08-26,UTRECHT,I,S,N,N,2021-07-24,J,NVT,N,B,2019-09-01,GLO-HF-19,2024-07-03,MG,J,2015-05-29,2024-07-22,N,J,N,611,2019-06-21,25DW00,J,GD,2019-06-21,N,1998-02-21,V,NL,2018.0,J,HBO,J,611,23,6,2019,pending,0,2021
4439,411084,BMCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-23,34402.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-01,J,NVT,N,M,2024-09-01,MMPMU-MV-24,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,5172,2019-03-18,04FO00,J,GD,2019-03-18,J,2000-03-08,V,NL,2019.0,N,VWO,J,172,21,9,2019,pending,1,2021
4667,433734,BGHBFY,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-07-06,34570.0,2021-08-19,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,B,2021-09-01,GIBS-HF.DT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2021-07-06,N,1993-08-10,M,NL,2020.0,J,HBO,J,591,27,10,2019,done,1,2021
4703,413560,BGHBCE,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-14,34571.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-09,J,NVT,N,D,2019-09-01,GIBS-PROP.VT-19,2021-06-25,passed,N,2021-07-23,2021-07-08,J,J,N,611,2021-06-25,25DW00,J,GD,2021-06-25,N,2001-04-06,V,NL,2019.0,J,HBO,J,611,20,12,2021,pending,0,2021
4709,358305,BMIBU,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-16,30029.0,2021-08-17,UTRECHT,I,S,N,N,2021-08-02,J,NVT,N,B,2018-09-01,MBIB-BV-17-FT,2024-03-19,passed,J,2024-04-15,2024-04-02,J,J,N,SL 00591-03,2019-06-12,25DW00,N,N,2013-03-21,N,1999-06-23,V,NL,2017.0,N,HBO,J,591,22,4,2019,pending,0,2021
4832,396686,BTLCLS,2021,2021-09-01,2022-08-31,S,B,D,4.0,2021-08-18,34397.0,2021-08-19,UTRECHT,I,S,N,N,2021-08-18,J,NVT,N,D,2018-09-01,TLSC-PROPD-18,2020-01-30,passed,N,2020-03-30,2020-02-19,J,J,N,591,2023-11-07,25DW00,J,GD,2023-11-07,N,1988-04-18,M,NL,2018.0,J,HBO,J,591,33,2,2023,pending,0,2021
4896,443723,BGHBHB,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-07,34560.0,2021-08-12,UTRECHT,I,S,N,N,2021-07-08,J,NVT,N,B,2020-09-01,GVE-HF-20,2024-02-15,passed,J,2015-05-29,2024-02-26,N,J,N,372,2019-06-12,00CB01,J,GD,2019-06-12,N,2001-05-28,V,NL,2020.0,N,HAVO,J,372,20,8,2019,done,0,2021
5048,407420,BGHBMO,2021,2021-09-01,2022-08-31,S,D,V,0.0,2021-01-15,34576.0,2021-07-29,UTRECHT,G,N,N,N,2021-01-15,J,NVT,N,D,2021-09-01,GIBS-PROP.VT-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,370,2020-08-28,30PK,J,GD,2020-08-28,J,1999-10-31,M,NL,2021.0,J,HAVO,J,370,21,33,2020,done,1,2021
5051,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-05-30,passed,J,2015-05-29,2024-06-13,N,J,N,372,2018-06-13,17CK00,J,GD,2018-06-13,J,2000-04-01,M,NL,2018.0,J,HAVO,J,372,21,3,2018,pending,0,2021
5065,255477,BASJ,2021,2021-11-01,2022-08-31,S,D,V,0.0,2021-10-31,34641.0,2021-07-29,UTRECHT,G,S,N,J,2021-10-31,J,J,N,D,2021-07-01,TLSC-PROPV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2022-09-19,N,1988-05-04,V,NL,2011.0,N,HBO,J,591,33,0,2019,pending,1,2021
5073,290683,BOTANED2,2021,2021-09-01,2022-06-23,S,D,D,4.0,2021-07-27,35198.0,2021-07-29,UTRECHT,U,S,N,N,2021-07-17,J,NVT,N,D,2020-09-01,OANED-PRDT-20,2022-06-23,passed,N,2022-08-09,2022-07-12,J,J,N,SL 00591-04,2019-06-12,25DW00,N,GV,2013-03-21,N,1993-01-07,M,NL,2013.0,N,HBO,J,591,28,7,2019,pending,0,2021
5094,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,B,2020-09-01,TICT-VBACSD-20,2024-04-03,passed,J,2015-05-29,2024-04-11,N,J,N,741,2019-06-12,21PD00,N,N,2013-03-21,N,1998-10-06,V,NL,2019.0,J,WO,J,741,22,10,2019,pending,0,2021
5114,438709,BAIV,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-08-26,39268.0,2021-08-31,UTRECHT,I,S,N,N,2021-06-14,J,NVT,N,B,2021-09-01,AIV-BACHV-22,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2023-06-21,25DW00,J,GD,2023-06-21,N,2002-05-23,V,NL,2020.0,J,HBO,J,611,19,11,2023,pending,1,2021
5117,436068,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-22,39268.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-18,J,NVT,N,B,2021-09-01,AIV-BACHV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2020-06-04,03XS00,J,GD,2020-06-04,J,2003-05-08,V,NL,2020.0,J,HAVO,J,372,18,11,2020,pending,1,2021
5169,319188,MOEVBIO,2021,2021-09-01,2022-08-31,S,M,D,4.0,2021-08-03,45279.0,2021-08-05,UTRECHT,I,S,N,N,2021-08-03,J,NVT,N,M,2016-09-01,OAMBIO-16,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,SL 00591-02,2019-06-12,25DW00,N,N,2013-03-21,N,1991-04-18,V,NL,2015.0,N,HBO,J,591,30,4,2019,pending,1,2021
5200,393025,BMBDK,2021,2021-09-01,2022-01-21,S,D,V,4.0,2021-08-23,34035.0,2021-08-24,UTRECHT,U,S,N,N,2021-08-13,J,NVT,N,B,2019-09-01,MBDKU-BV-18,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,372,2018-06-13,17CK00,J,GD,2018-06-13,J,2000-04-01,M,NL,2018.0,J,HAVO,J,372,21,3,2018,pending,1,2021
5203,409894,BJJO,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-07,34686.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-01,J,NVT,N,B,2020-09-01,JJO-BV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2020-06-15,25DW00,J,GD,2020-06-15,N,2001-03-09,M,NL,2019.0,J,HBO,J,611,20,9,2020,pending,1,2021
5229,446276,BTLCLS,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,34397.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2021-09-01,TLSC-BACV-21,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,611,2023-03-02,25DW00,J,GD,2023-03-02,N,2000-01-30,V,NL,2020.0,J,HBO,J,611,21,12,2023,pending,1,2021
5328,438479,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-15,34116.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,ASW-BACHV-20,2024-05-31,passed,J,2024-06-25,2024-06-06,J,J,N,591,2024-05-31,25DW00,J,GD,2024-05-31,N,1999-09-15,V,NL,2020.0,N,HBO,J,591,21,12,2024,pending,0,2021
5355,409080,BTLCCY,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-06-14,34396.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-08,J,NVT,N,B,2020-09-01,TCHY-BACHV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2021-06-11,N,2002-08-20,V,NL,2019.0,J,HBO,J,591,18,12,2019,pending,1,2021
5369,409337,BAIV,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-27,39268.0,2021-08-31,UTRECHT,I,S,N,N,2021-08-21,J,NVT,N,B,2020-09-01,AIV-BACHV-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2013-03-21,N,2001-09-14,M,NL,2019.0,J,HBO,J,591,19,2,2019,pending,1,2021
5381,450549,BMBDK,2021,2021-09-01,2021-11-16,S,D,D,4.0,2021-07-13,34035.0,2021-07-29,UTRECHT,U,S,N,N,2021-07-06,J,NVT,N,B,2021-09-01,MBDK-BD-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,591,2019-06-12,25DW00,N,GV,2021-12-20,N,1983-12-19,V,NL,2020.0,J,HBO,J,591,37,8,2019,done,1,2021
5420,338658,BTICIC,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-03,30020.0,2021-08-03,UTRECHT,I,S,N,N,2021-06-20,J,NVT,N,B,2020-09-01,TICT-VBACSD-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,N,N,170,2018-07-05,00PS08,J,N,2013-03-21,N,1998-10-06,V,NL,2019.0,N,VWO,J,170,22,10,2018,done,1,2021
5443,444348,BASW,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-08-19,34116.0,2021-08-24,UTRECHT,I,S,N,N,2021-07-19,J,NVT,N,D,2020-09-01,ASW-PROPV-20,2021-07-05,passed,N,2021-07-27,2021-07-14,J,J,N,591,2019-06-12,25DW00,N,GV,2021-07-27,N,2000-12-24,V,NL,2020.0,J,HBO,J,591,20,6,2019,done,0,2021
5537,284053,BGHBHU,2021,2021-09-01,2022-08-31,S,B,V,4.0,2021-07-02,34091.0,2021-07-29,UTRECHT,I,S,N,N,2021-07-02,J,NVT,N,B,2014-09-01,GHU-HF-14,2023-08-31,passed,J,2023-09-12,2023-09-04,J,J,N,611,2016-04-07,25DW00,J,GD,2016-04-07,N,1995-06-14,V,NL,2013.0,J,HBO,J,611,26,9,2016,pending,0,2021
5550,413338,BJCB,2021,2021-09-01,2022-08-31,S,D,V,4.0,2021-07-19,35516.0,2021-07-29,UTRECHT,I,S,N,N,2021-06-12,J,NVT,N,D,2020-09-01,TICT-VPICT-20,2024-06-28,absent,J,2015-05-29,2024-07-01,N,J,N,SL 00801-1,2015-05-30,25DW00,J,N,2013-03-21,J,1996-10-17,V,CHI,2020.0,J,HBO,J,801,24,12,2015,done,1,2021
